X_Coordinate,Y_Coordinate
29.970161918667426,62.95961417617791
34.36125269699261,13.617756521709701
41.7671921055162,59.66676736870073
42.70261076681772,67.5908176973467
59.96412806385688,55.983021861967146
53.33581721202046,49.07418183977865
21.483883567730214,47.4061012549789
51.24941956320212,46.530165084622666
54.77382869875141,32.360302943493366
45.071502256205626,39.687142521425486
49.086710346399464,43.751089315217605
52.85465188095585,51.70241519338613
61.4689939645337,41.64777863514401
26.37680018805898,36.96306136253105
46.33524442040527,61.39656288688768
72.62504147086594,55.559209579217836
71.24991962446934,41.911556948156495
62.7640539166367,57.59417707231381
58.05237025933514,43.20263159471097
74.81952122603133,50.9459754423218
78.76772002409999,64.625660820843
48.06380017929721,40.94388360250605
35.4585133506752,32.41382588249385
45.94561523563257,47.822981254679874
96.4504327065808,29.54802475721807
26.459654859122086,45.83827235973537
42.94191290705874,45.790437810298144
28.80963271261053,13.044738141416559
51.87145794316078,57.95952745616765
31.959634566576987,47.25965349978019
48.36873465749573,67.72844679157903
20.748572599718614,53.23297969691124
59.26430997626976,61.03412855473322
68.33517884701962,67.85058129810565
44.24084566904811,48.02424375843881
47.97304989386447,49.987652167041475
47.548891539030315,26.396851649146523
52.71366012837538,68.59306617851362
49.427456195503574,47.81453900417668
61.52175428646041,34.91404174478028
68.49558700176419,61.09583729731141
37.78893166261726,17.303282120536224
45.36007260838555,43.560886656902326
63.52429173387117,63.624665618177616
28.674964279114516,43.43417222051142
,39.23117073577128
53.39473929347718,43.757678043305745
57.445196166057386,19.851061032971394
39.165497180696114,60.7321764767455
41.32023418819317,48.156709370346306
38.59711517388652,45.91513085007857
36.996121409833485,45.96997075386438
60.402437309069,50.211196976968765
32.292522695035416,59.801560560081
46.01715707849977,49.21904688201126
36.419957487277216,29.575451777302817
28.170665361481767,58.632741823161005
63.052672621201566,57.4785453650634
42.20262166739692,53.082904973246904
52.82660120631135,66.12861960441978
27.378861802984847,50.45568014619438
38.870908193652866,66.67064133483883
61.34131821042509,71.10816532217595
88.80907183767965,58.73469328286724
20.356759034145323,38.780995671830944
46.983383070658604,48.03821422246339
56.1842089721525,68.58284051087561
40.75849770141075,27.535582008957398
62.742829804911864,44.120694977320866
36.999009940095306,44.85552745329884
52.30771490324962,37.021840994693996
42.168921432524606,63.093184248781796
68.29146624432158,55.65222606561166
39.85453245446592,39.33412465099262
44.72189305570226,59.082693803537595
64.18533556245733,47.623756479976734
34.57942011360704,36.64708140166486
51.031250851453585,39.30622384635699
22.661984844700974,56.540766121639095
33.68099812056388,64.08514817782758
55.731969138362054,42.69847650567821
35.13953735695652,58.16662000503518
41.83140602264312,73.72631236366223
57.396296030719064,31.116941654446208
41.312207882796045,55.335048092579356
62.34263109824537,62.459835369431126
53.23494181229096,48.57275275101754
56.535246678867544,68.5742481628347
68.61448398107798,82.98255557391926
54.797345939210985,55.15033022579455
73.08270935704016,46.496154015830015
63.66893424556736,64.65474211492935
42.14821355248315,62.63103290566852
69.39722112531908,12.217535676227236
53.95799031354418,49.958966658633294
44.07980437009245,44.08100799891329
54.17578542981324,55.95058537270875
66.68490236585394,47.09512579559315
56.825676413633325,48.72235861593497
77.33589248827096,37.051808608083775
66.29795836848233,61.01793827636731
57.84740050103244,74.82563332203098
34.608978758882635,37.28492076177447
